seconds_remaining,p0_pos_x,p0_pos_y,p0_pos_z,p0_vel_x,p0_vel_y,p0_vel_z,p0_boost_amount,p0_team,p1_pos_x,p1_pos_y,p1_pos_z,p1_vel_x,p1_vel_y,p1_vel_z,p1_boost_amount,p1_team,p2_pos_x,p2_pos_y,p2_pos_z,p2_vel_x,p2_vel_y,p2_vel_z,p2_boost_amount,p2_team,p3_pos_x,p3_pos_y,p3_pos_z,p3_vel_x,p3_vel_y,p3_vel_z,p3_boost_amount,p3_team,p4_pos_x,p4_pos_y,p4_pos_z,p4_vel_x,p4_vel_y,p4_vel_z,p4_boost_amount,p4_team,p5_pos_x,p5_pos_y,p5_pos_z,p5_vel_x,p5_vel_y,p5_vel_z,p5_boost_amount,p5_team,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_hit_team_num,p0_alive,p1_alive,p2_alive,p3_alive,p4_alive,p5_alive,p0_forward_x,p0_forward_y,p0_forward_z,p1_forward_x,p1_forward_y,p1_forward_z,p2_forward_x,p2_forward_y,p2_forward_z,p3_forward_x,p3_forward_y,p3_forward_z,p4_forward_x,p4_forward_y,p4_forward_z,p5_forward_x,p5_forward_y,p5_forward_z,boost_pad_0_respawn,boost_pad_1_respawn,boost_pad_2_respawn,boost_pad_3_respawn,boost_pad_4_respawn,boost_pad_5_respawn,team_0_goal_prev_5s,team_1_goal_prev_5s,p0_dist_to_ball,p1_dist_to_ball,p2_dist_to_ball,p3_dist_to_ball,p4_dist_to_ball,p5_dist_to_ball
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,2047.62,-2559.62,17.01,-30.41,30.41,0.13,32.47,0,-256.0,-3839.46,17.01,0.0,43.0,0.13,32.47,0,-2047.21,2559.28,17.01,47.65,-42.46,0.09,32.47,1,-256.09,3839.37,17.01,-7.28,-37.47,0.27,33.33,1,256.0,3840.0,17.01,0.0,0.0,0.27,33.33,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.7038483,0.7103503,-0.0,-0.008132969,0.9999669,-0.0,0.7130972,-0.7010652,-0.0,-0.008132969,-0.9999669,-0.0,-0.008132969,-0.9999669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,3278.74,3848.73,3278.22,3848.65,3849.27
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,2013.17,-2518.85,17.01,-302.12,374.1,0.02,25.12,0,-258.72,-3785.98,17.01,-65.37,470.89,0.07,25.12,0,-2006.22,2526.01,17.01,369.33,-311.26,0.02,25.12,1,-265.4,3806.1,17.01,-107.3,-340.43,0.05,30.29,1,256.0,3840.0,17.01,0.0,0.0,0.27,33.33,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.62518674,0.7804752,-0.0,-0.06613217,0.9978109,-0.0,0.76894224,-0.6393183,-0.0,-0.18808885,-0.982152,-0.0,-0.008132969,-0.9999669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,3225.4,3795.57,3226.67,3816.09,3849.27
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,1911.13,-2397.46,17.01,-624.56,634.38,0.06,29.94,0,-311.13,-3640.66,17.01,-447.04,750.47,0.07,17.82,0,-1871.5,2414.01,17.01,718.49,-594.87,0.02,29.94,1,-344.42,3667.64,17.01,-516.58,-672.0,0.0,22.99,1,256.1,3815.4,17.01,8.41,-257.22,0.28,33.33,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.6945659,0.7194291,-0.0,-0.544765,0.8385887,-0.0,0.76894224,-0.6393183,-0.0,-0.6513634,-0.7587658,-0.0,-0.008132969,-0.9999669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,3066.92,3654.72,3055.44,3684.55,3824.74
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,1732.13,-2177.92,81.69,-916.6,1342.28,214.66,22.6,0,-477.86,-3482.42,17.01,-1009.7,582.87,0.07,10.48,0,-1672.9,2168.92,76.71,899.19,-1384.2,165.91,22.6,1,-461.58,3555.93,17.01,-879.23,-633.96,0.05,15.64,1,262.72,3708.19,17.01,-41.64,-606.78,0.07,30.37,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.88467604,0.36866572,-0.28536633,-0.89227176,0.4514988,-0.0,0.7940736,-0.51978636,-0.3150705,-0.8344784,-0.5510407,-0.0,-0.036483657,-0.9993343,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,2782.76,3515.87,2739.17,3586.56,3718.26
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,1529.27,-1901.68,89.04,-1104.35,1416.51,-22.95,15.38,0,-720.46,-3408.83,17.01,-1365.32,190.95,0.0,3.26,0,-1510.77,1930.19,79.7,1039.57,-1475.88,-23.1,15.38,1,-714.49,3458.55,17.01,-1314.68,-178.62,0.05,8.43,1,242.3,3581.84,17.01,-187.91,-887.29,0.01,23.16,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.8864431,0.34691265,-0.30638266,-0.99681526,0.07974522,-0.0,0.8046025,-0.509615,-0.3048071,-0.99681526,-0.07974522,-0.0,-0.21872458,-0.9757866,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,2440.3,3484.96,2451.17,3532.39,3590.82
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,1244.46,-1561.25,84.3,-1331.43,1498.37,-15.38,8.21,0,-1003.15,-3386.8,17.01,-1567.34,66.36,0.03,8.35,0,-1247.34,1573.02,76.96,1225.08,-1592.48,-21.63,8.21,1,-1065.01,3502.65,74.2,-1737.73,662.62,187.23,13.09,1,182.56,3334.03,17.01,-302.8,-1214.78,0.01,15.99,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.9193533,0.38947877,0.055639822,-0.999201,0.03996804,-0.0,0.81686455,-0.5271383,-0.2342171,-0.9124054,0.2638257,-0.31290954,-0.2456079,-0.96936923,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,1996.56,3533.05,2007.61,3661.03,3339.88
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,908.06,-1197.28,77.92,-1537.36,1627.79,-68.06,0.97,0,-1461.62,-3446.44,17.01,-1729.53,-517.49,0.0,1.11,0,-937.29,1185.04,67.8,1423.0,-1732.76,-100.59,0.97,1,-1400.5,3628.66,84.55,-1913.98,709.06,-23.7,5.85,1,121.74,3090.63,17.01,-354.5,-1420.32,0.01,8.75,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.7594815,0.6331699,0.1492774,-0.9496481,-0.31331855,-0.0,0.76886284,-0.6255258,-0.13254191,-0.9124887,0.22981344,-0.33845252,-0.2456079,-0.96936923,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,1502.76,3744.33,1511.11,3889.56,3093.95
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,580.81,-852.24,50.31,-1577.23,1661.96,-196.59,0.0,0,-1824.1,-3571.95,17.01,-1729.13,-640.77,0.25,0.0,0,-633.78,818.32,31.04,1461.93,-1759.89,-230.17,0.0,1,-1929.54,3814.81,79.85,-2153.55,718.0,-14.8,0.0,1,37.28,2687.47,17.01,-302.95,-1691.23,0.01,13.75,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.71789545,0.6931334,0.06474657,-0.93380487,-0.35778272,-0.0,0.6987333,-0.7105559,-0.08295829,-0.9918995,-0.04840469,0.1174409,-0.1852516,-0.9826911,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,1032.21,4011.47,1036.89,4275.05,2688.8
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,234.24,-472.58,16.16,-1428.76,1772.29,11.07,0.0,0,-2191.62,-3756.35,17.01,-1516.89,-1006.0,0.26,0.0,0,-364.52,496.92,19.04,1471.47,-1741.53,303.02,0.0,1,-2412.36,3976.48,73.82,-2138.7,718.81,-70.44,0.0,1,-15.59,2279.12,17.01,-141.01,-1930.39,0.01,6.44,1,0.0,0.0,92.75,0.0,0.0,0.0,0.5,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.58926266,0.80794156,-0.0,-0.807042,-0.5904941,-0.0,0.64617497,-0.7631893,-0.0,-0.9899368,-0.056034155,0.12994301,-0.06517784,-0.9978737,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3849.27,532.98,4349.61,620.68,4651.05,2280.43
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,19.23,-137.41,61.2,-53.22,719.77,160.43,0.0,0,-2500.06,-3975.47,17.01,-1517.37,-987.6,0.28,0.0,0,-52.14,145.24,82.81,1769.48,-1007.75,227.81,0.0,1,-2768.85,4096.28,52.62,-2141.45,718.66,-178.32,100.0,1,-37.42,1874.9,17.01,-89.6,-1941.07,0.25,6.67,1,121.85,18.51,142.8,2602.63,1093.13,833.64,0.0,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,0.09888422,0.9492888,0.29845065,-0.85188025,-0.52373666,-0.0,0.57385486,-0.81776816,-0.04411198,-0.99190813,-0.05320271,0.11527254,-0.037011687,-0.99931484,-0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,3862.89,203.72,4779.34,223.45,4999.25,1867.45
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,14.35,-9.4,79.24,-26.25,703.42,-7.63,0.0,0,-2846.53,-4133.97,17.01,-1632.83,-408.1,0.33,0.0,0,256.78,227.05,114.89,1207.26,312.28,-14.74,0.0,1,-3313.44,4215.35,16.44,-2013.36,-96.79,5.26,100.0,1,-41.37,1454.31,17.01,54.27,-1938.92,0.26,6.67,1,662.28,245.49,301.25,2586.13,1086.13,693.25,0.0,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.082541,0.99446046,-0.06508037,-0.99980015,0.019996002,0.0,0.39278135,-0.8871719,0.24217507,-0.98039216,-0.19607843,-0.019607844,0.019837406,-0.99980325,-0.0,0.0,0.0,0.0,0.0,9.779999732971191,0.0,0,0,4115.47,730.8,5618.92,446.65,5625.59,1427.29
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,7.89,162.2,75.59,-27.21,715.81,-15.52,0.0,0,-3110.62,-4124.24,17.01,-1332.95,494.56,0.15,97.03,0,508.86,290.75,111.68,1212.42,299.81,-14.98,0.0,1,-3634.77,4123.29,21.94,-1588.11,-908.61,97.54,100.0,1,26.21,1028.76,17.01,593.84,-1798.64,0.3,18.82,1,1220.68,480.0,435.11,2568.97,1078.85,548.19,0.0,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,-0.09727785,0.9944404,-0.040315147,-0.8344784,0.5510407,-0.0,0.36430803,-0.866527,0.34119004,-0.81628275,-0.57664746,0.03406187,0.39307842,-0.91950494,-0.0,9.819999694824219,0.0,0.0,0.0,9.569999694824219,0.0,0,0,4446.1,1304.27,6335.14,804.43,6084.38,1379.39
300,256.0,-3840.0,17.01,0.0,0.0,0.27,33.33,0,2.14,312.38,72.34,-27.35,725.41,-15.33,0.0,0,-3363.03,-3835.63,17.01,-517.67,1404.4,0.06,89.9,0,802.49,362.06,106.49,1217.24,292.6,-57.32,0.0,1,-3919.4,3813.59,45.23,-765.4,-1532.39,150.87,100.0,1,143.9,776.14,17.01,965.14,-1555.22,0.27,18.82,1,1796.64,721.86,540.98,2551.35,1071.29,398.57,0.0,1,1,1,1,1,1,-0.008132969,0.9999669,-0.0,0.11024558,0.9851945,0.13129243,-0.2800001,0.96000004,-0.0,0.7149471,-0.48522112,0.50339943,-0.38676307,-0.92122877,0.04185578,0.6119476,-0.7908983,-0.0,9.600000381469727,0.0,0.0,0.0,9.350000381469727,0.0,0,0,4843.42,1899.35,6904.16,1143.05,6517.49,1734.66
300,269.71,-3796.97,17.01,126.67,318.23,0.27,33.33,0,-2.32,433.92,61.29,-25.94,732.74,-117.33,0.0,0,-3404.24,-3582.48,17.01,5.2,1563.88,0.26,85.49,0,1057.2,422.43,80.58,1228.02,287.36,-186.48,0.0,1,-3990.61,3434.87,73.9,143.96,-1473.88,-87.51,100.0,1,438.92,461.92,17.01,1433.51,-1029.63,0.28,18.82,1,2326.41,944.29,609.1,2535.1,1064.41,260.95,0.0,1,1,1,1,1,1,0.2565264,0.96653724,-0.0,0.2265024,0.9691728,0.096957535,0.075528964,0.99714357,-0.0,0.8735242,-0.30272028,0.3812033,0.29276973,-0.92821085,-0.22958782,0.8432,-0.53760004,-0.0,9.390000343322754,0.0,0.0,0.0,9.140000343322754,0.0,0,0,5201.94,2446.13,7326.84,1470.57,6811.33,2036.14
299,327.58,-3708.4,17.01,401.85,421.87,0.28,33.33,0,-5.77,638.28,15.96,-13.77,772.75,-29.39,0.0,0,-3310.55,-3229.27,17.01,728.27,1345.14,0.07,83.69,0,1334.04,482.29,24.63,1207.5,137.49,-233.67,0.0,1,-3864.27,3171.64,18.69,947.63,-826.62,-141.2,100.0,1,816.83,288.31,17.01,1636.52,-390.82,0.31,18.82,1,2894.77,1182.94,650.57,2517.67,1057.12,113.3,0.0,1,1,1,1,1,1,0.6826043,0.73078823,-0.0,-0.037011687,0.99931484,-0.0,0.5380113,0.8429376,-0.0,0.9672983,-0.15441571,0.20122045,0.8354521,-0.5396461,-0.103931844,0.9967949,-0.07999959,-0.0,9.170000076293945,0.0,0.0,0.0,8.920000076293945,0.0,0,0,5560.31,3018.69,7640.35,1821.7,7073.81,2349.38
299,433.92,-3625.48,17.01,628.54,423.94,0.26,33.33,0,-65.18,823.0,17.02,-469.35,710.78,0.39,0.0,0,-3078.57,-2921.46,76.81,1635.35,1375.9,229.42,76.57,0,1579.46,490.22,37.73,1254.08,63.03,336.77,0.0,1,-3639.39,3074.51,16.88,1226.63,-194.35,4.46,99.41,1,1092.38,289.8,17.01,1401.19,367.89,0.32,18.82,1,3438.39,1411.19,659.21,2501.03,1050.1,-27.89,0.0,1,1,1,1,1,1,0.8432,0.53760004,-0.0,-0.58926266,0.80794156,-0.0,0.65608203,0.723229,-0.21562977,0.9967949,0.07999959,-0.0,0.99498755,-0.09999875,-0.0,0.91997063,0.3919875,-0.0,8.960000038146973,0.0,0.0,0.0,8.710000038146973,0.0,0,0,5899.77,3610.18,7847.41,2165.65,7298.92,2678.38
299,593.1,-3523.35,17.01,773.87,489.27,0.26,33.33,0,-203.33,939.44,17.02,-821.74,383.02,0.19,0.0,0,-2767.24,-2656.01,94.89,1741.04,1502.75,-22.63,70.2,0,1905.8,460.69,104.23,1692.67,-374.38,225.07,0.0,1,-3396.2,3086.62,44.06,1403.35,221.69,273.24,92.29,1,1316.43,446.36,17.01,511.03,760.51,0.31,18.82,1,3957.71,1629.23,638.77,2485.04,1043.35,-162.62,0.0,1,1,1,1,1,1,0.8432,0.53760004,-0.0,-0.9270535,0.37492907,-0.0,0.5992095,0.70706725,-0.3755047,0.85178727,0.21960299,-0.47563964,0.94149774,0.33622065,-0.02318763,0.5205504,0.85383093,-0.0,8.739999771118164,0.0,0.0,0.0,8.489999771118164,0.0,0,0,6185.16,4263.41,7992.75,2421.06,7520.48,2960.09
299,715.5,-3446.05,17.01,851.79,537.75,0.26,33.33,0,-338.42,972.05,17.02,-952.4,61.74,0.18,0.0,0,-2375.69,-2317.4,91.18,1739.43,1504.69,-15.54,70.2,0,2216.84,392.46,115.52,1698.64,-369.47,-15.94,0.0,1,-2993.59,3289.42,81.9,1739.49,967.79,-16.7,85.14,1,1402.25,641.24,17.01,377.33,1100.68,0.02,13.48,1,3735.41,1793.16,605.09,-1481.53,749.94,-216.49,0.0,1,1,1,1,1,1,0.8432,0.53760004,-0.0,-0.99980015,0.019996002,-0.0,0.5079776,0.8283943,-0.2360543,0.1773668,0.805341,-0.5656561,0.87298965,0.38130814,-0.3041267,0.3029156,0.9530173,-0.0,8.529999732971191,0.0,0.0,0.0,8.279999732971191,0.0,0,0,6075.77,4197.16,7382.84,2123.13,6913.17,2667.66
299,928.13,-3299.23,17.01,857.11,720.75,0.28,45.49,0,-589.13,917.78,37.71,-982.56,-371.1,326.66,0.0,0,-2042.37,-2028.98,88.19,1739.11,1505.06,-15.47,70.2,0,2542.44,322.74,112.53,1698.13,-357.82,-15.12,0.0,1,-2659.65,3473.41,79.33,1896.74,1035.72,-19.98,78.06,1,1474.85,866.18,17.01,421.29,1332.2,0.02,6.39,1,3415.52,1955.09,542.55,-1471.65,745.0,-355.35,0.0,1,1,1,1,1,1,0.7538742,0.65701884,-0.0,-0.91991687,-0.391624,-0.0195812,0.6378273,0.77001846,0.015751252,-0.09756776,0.93879104,0.33038145,0.92905796,0.338494,-0.14924145,0.3029156,0.9530173,-0.0,8.319999694824219,0.0,0.0,0.0,8.069999694824219,0.0,0,0,5837.05,4167.5,6772.58,1900.46,6279.14,2286.51
298,1112.04,-3088.54,17.01,702.37,972.32,0.26,45.49,0,-887.57,799.39,92.4,-1449.1,-581.53,69.31,0.0,0,-1680.27,-1715.57,71.5,1735.55,1502.29,-144.75,70.2,0,2981.41,231.95,106.95,1702.68,-347.63,-59.18,0.0,1,-2177.14,3731.4,75.96,2028.41,1074.97,-15.7,73.73,1,1563.84,1216.54,17.01,185.21,1516.59,0.28,2.75,1,3109.97,2109.79,454.13,-1462.15,740.25,-488.0,0.0,1,1,1,1,1,1,0.57589895,0.81752086,-0.0,-0.34354317,-0.16320823,-0.9248466,0.766916,0.6415912,0.014168874,0.6800513,0.21386775,0.701278,0.9127921,0.32959712,0.2411979,0.075528964,0.99714357,-0.0,8.109999656677246,0.0,0.0,0.0,7.859999656677246,0.0,0,0,5586.18,4222.36,6142.16,1913.99,5543.12,1838.34
298,1205.54,-2955.1,17.01,704.93,1019.85,0.26,45.49,0,-1165.26,687.93,90.49,-1446.39,-580.22,-16.43,0.0,0,-1362.16,-1441.27,33.94,1756.54,1455.35,-245.68,70.2,0,3308.77,165.47,83.9,1713.14,-346.41,-176.79,0.0,1,-1907.26,3874.52,69.66,2020.25,1071.93,-87.82,73.73,1,1546.07,1502.32,17.01,-353.91,1433.58,0.28,2.75,1,2830.57,2251.24,348.47,-1453.62,735.88,-609.3,0.0,1,1,1,1,1,1,0.5550214,0.83183616,-0.0,0.7532121,0.36034462,-0.5502938,0.836982,0.5472037,0.0053921556,0.9224369,-0.03618576,0.38444868,0.91099197,0.33279702,0.24359785,-0.31049347,0.95057553,-0.0,7.899999618530273,0.0,0.0,0.0,7.649999618530273,0.0,0,0,5464.12,4298.51,5595.76,2156.18,5015.96,1523.38
298,1397.14,-2676.53,17.01,734.17,1068.7,0.26,45.49,0,-1429.55,581.97,87.64,-1437.25,-575.95,-14.72,0.0,0,-846.59,-1132.6,16.89,2063.06,882.58,2.61,70.2,0,3666.93,93.03,32.92,1718.3,-356.66,-301.18,100.0,1,-1419.91,4134.12,29.01,2000.43,1087.73,-211.44,73.73,1,1439.99,1788.62,17.01,-606.88,1330.86,0.26,2.75,1,2528.73,2404.04,207.31,-1444.37,731.13,-740.36,0.0,1,1,1,1,1,1,0.5593627,0.828923,-0.0,0.6598829,0.3059748,0.68624634,0.93563664,0.35296473,0.0,0.963896,-0.22917528,0.13558537,0.85648113,0.44905227,0.25454298,-0.41283444,0.91080606,-0.0,7.690000534057617,0.0,0.0,9.860000610351562,7.440000534057617,0.0,0,0,5208.54,4359.16,4892.53,2581.99,4314.71,1265.03
298,1572.37,-2421.48,17.01,765.39,1114.18,0.26,45.49,0,-1752.54,452.59,80.69,-1436.13,-575.44,-78.46,0.0,0,-421.38,-996.84,17.01,2156.53,568.41,0.26,70.2,0,4024.27,33.61,98.92,954.4,-66.77,1084.91,100.0,1,-1011.28,4342.13,16.79,1580.64,642.41,4.75,73.73,1,1307.67,2048.69,17.01,-638.01,1308.17,0.27,2.75,1,2225.39,2557.74,130.39,-1045.48,530.94,450.5,0.0,1,1,1,1,1,1,0.5593627,0.828923,-0.0,-0.46192765,-0.21186452,0.86124116,0.9713539,0.23763765,-0.0,0.66464967,0.0,0.74715513,0.9415032,0.3364225,-0.019789558,-0.4428298,0.89660573,-0.0,7.4800004959106445,0.0,0.0,9.65000057220459,7.2300004959106445,0.0,0,0,5023.14,4500.9,4433.2,3099.71,3697.7,1055.56
297,1686.55,-2251.34,17.01,725.78,1169.08,0.27,57.25,0,-2076.62,322.67,47.06,-1445.24,-579.62,-216.21,0.0,0,65.56,-875.99,17.01,2170.03,512.45,0.26,82.35,0,4082.4,48.24,335.7,-48.52,248.02,1213.92,100.0,1,-710.56,4402.44,17.01,1243.81,29.68,0.26,73.73,1,1165.66,2314.52,17.01,-810.55,1185.69,0.29,2.75,1,2025.62,2659.18,204.04,-1039.27,527.72,323.55,0.0,1,1,1,1,1,1,0.5205504,0.85383093,-0.0,-0.8411361,-0.38558692,0.3792267,0.9759843,0.21784113,-0.0,-0.024224324,0.22377829,0.97433895,0.9998,-0.02,-0.0,-0.58926266,0.80794156,-0.0,7.279999732971191,0.0,0.0,9.449999809265137,7.029999732971191,0.0,0,0,4925.76,4723.59,4046.51,3326.36,3249.71,945.15
297,1830.88,-1948.65,17.01,519.98,1304.51,0.27,57.25,0,-2341.74,216.77,15.75,-1466.35,-509.15,9.1,0.0,0,463.96,-784.45,17.01,2174.33,493.11,0.26,82.35,0,4079.04,130.07,532.83,-2.12,619.84,925.61,100.0,1,-520.22,4385.57,17.01,1320.43,-233.32,0.03,69.68,1,979.2,2529.93,17.01,-994.45,1016.26,0.26,2.75,1,1818.44,2764.37,255.02,-1032.79,524.36,191.88,0.0,1,1,1,1,1,1,0.35081604,0.9364444,-0.0,-0.94946605,-0.3132585,-0.019578656,0.9759843,0.21784113,-0.0,0.0053569577,0.5892716,0.8079173,0.9759843,-0.21784113,-0.0,-0.6945659,0.7194291,-0.0,7.069999694824219,0.0,0.0,9.239999771118164,6.819999694824219,0.0,0,0,4719.04,4884.12,3805.97,3482.39,2855.57,903.29
297,1912.96,-1728.88,17.01,442.04,1336.65,0.27,57.25,0,-2680.48,160.87,17.01,-1518.22,-29.64,0.38,0.0,0,953.89,-677.59,17.01,2190.39,395.86,0.27,82.35,0,4078.98,295.3,683.33,-0.18,908.28,537.78,100.0,1,-178.16,4291.66,17.01,1473.3,-562.6,0.04,74.32,1,732.48,2728.78,17.01,-1182.54,761.88,0.26,2.75,1,1604.0,2873.24,280.2,-1026.11,520.86,55.55,0.0,1,1,1,1,1,1,0.3029156,0.9530173,-0.0,-0.99980015,0.019996002,-0.0,0.9871192,0.1599869,-0.0,0.015109082,0.9152046,0.40270615,0.91997063,-0.3919875,-0.0,-0.85188025,0.52373666,-0.0,6.859999656677246,0.0,0.0,9.029999732971191,6.609999656677246,0.0,0,0,4619.98,5077.7,3619.43,3596.36,2292.88,921.78
297,2006.69,-1389.72,17.01,435.17,1335.95,0.29,57.25,0,-3021.4,169.85,17.01,-1511.69,15.84,0.28,0.0,0,1450.26,-631.52,17.01,2205.39,167.96,0.27,82.35,0,4078.98,525.29,768.15,-0.19,953.09,98.57,100.0,1,146.57,4102.83,17.01,1430.58,-1047.08,0.0,67.39,1,480.33,2850.44,17.01,-1326.9,460.73,0.27,2.75,1,1373.95,2989.99,275.67,-1019.09,517.08,-90.56,0.0,1,1,1,1,1,1,0.3288637,0.94437736,-0.0,-1.0,0.0,-0.0,0.9967949,0.07999959,-0.0,0.007193578,0.9387616,-0.34449226,0.7944032,-0.60739076,-0.0,-0.9607651,0.27736312,-0.0,6.649999618530273,0.0,0.0,8.819999694824219,6.399999618530273,0.0,0,0,4432.73,5228.69,3631.54,3692.49,1676.84,940.71
297,2163.63,-1112.71,17.01,929.87,943.16,0.32,69.41,0,-3292.48,143.19,17.01,-1413.25,-325.77,0.32,0.0,0,1917.86,-543.54,17.01,2116.7,572.6,0.26,82.35,0,4078.98,675.11,727.77,-0.21,630.39,-503.82,100.0,1,442.95,3873.1,17.01,1517.76,-1251.42,0.01,60.44,1,206.9,2954.91,17.01,-1273.27,599.53,0.27,2.75,1,1153.9,3101.63,240.33,-1012.33,513.62,-230.26,0.0,1,1,1,1,1,1,0.8080175,0.5891586,-0.0,-0.9200933,-0.39169914,-0.0,0.96081126,0.27720326,-0.0,0.022300519,0.55590606,-0.8309459,0.76894224,-0.6393183,-0.0,-0.88429964,0.4669198,-0.0,6.440000534057617,0.0,0.0,8.610000610351562,6.190000534057617,0.0,0,0,4339.36,5345.33,3731.06,3831.67,1072.61,983.98
296,2356.33,-1005.68,17.01,1206.94,304.91,0.31,69.41,0,-3531.18,5.19,17.01,-805.96,-956.81,0.33,100.0,0,2284.73,-432.17,17.01,2068.3,716.94,0.26,82.35,0,4078.98,741.58,557.27,-0.19,-13.5,-920.63,100.0,1,705.88,3605.33,37.67,1361.89,-1637.94,325.95,53.5,1,-21.74,3074.6,17.01,-1209.31,716.49,0.28,2.75,1,960.47,3199.78,183.91,-1006.35,510.63,-353.06,0.0,1,1,1,1,1,1,0.9871192,0.1599869,-0.0,-0.48674643,-0.87354326,-0.0,0.93563664,0.35296473,-0.0,0.018273747,-0.08494262,-0.9962182,0.57589895,-0.81752086,-0.0,-0.85188025,0.52373666,-0.0,6.2300004959106445,0.0,9.890000343322754,8.40000057220459,5.9800004959106445,0.0,0,0,4434.2,5514.36,3869.44,3988.39,500.67,1004.12
296,2600.09,-1011.07,17.01,1184.37,-313.05,0.31,69.41,0,-3612.34,-217.19,17.01,-73.66,-1183.03,0.31,100.0,0,2752.15,-284.75,17.01,2115.2,433.59,0.3,82.35,0,4078.98,690.86,375.13,0.04,-535.67,-1052.09,95.95,1,902.32,3187.97,79.24,573.48,-1913.75,15.74,61.03,1,-258.98,3276.66,17.01,-859.15,1062.61,0.31,2.75,1,822.68,2882.75,289.15,-438.22,-2872.09,1015.67,1.0,1,1,1,1,1,1,0.9485232,-0.31670758,-0.0,0.020116694,-0.99979764,-0.0,0.99498755,0.09999875,-0.0,0.0030089747,-0.5183527,-0.85516167,0.5410505,-0.83748347,-0.07671909,-0.5161494,0.8564986,-0.0,6.029999732971191,0.0,9.6899995803833,8.199999809265137,5.779999732971191,0.0,0,0,4288.95,5417.85,3718.87,3926.23,378.9,1182.88
296,2848.28,-1164.71,17.01,838.26,-914.98,0.17,65.36,0,-3551.2,-477.05,17.01,595.34,-1119.92,0.07,97.11,0,3129.74,-280.25,17.01,1917.02,-444.06,0.33,82.35,0,4041.69,482.96,128.56,-519.04,-1086.74,-909.71,89.02,1,1057.83,2698.48,75.77,708.86,-2129.8,-17.29,54.09,1,-359.91,3563.67,17.01,46.36,1219.89,0.32,2.75,1,728.07,2262.6,492.64,-435.28,-2853.11,868.49,1.0,1,1,1,1,1,1,0.63139194,-0.7754639,-0.0,0.5205504,-0.85383093,-0.0,0.91143835,-0.4114367,-0.0,-0.38466913,-0.7167675,-0.5816134,0.5387821,-0.8395351,-0.069961265,0.15498699,0.98791647,-0.0,5.819999694824219,0.0,9.479999542236328,7.989999771118164,5.569999694824219,0.0,0,0,4058.07,5103.34,3529.92,3778.86,687.4,1761.45
