seconds_remaining,p0_pos_x,p0_pos_y,p0_pos_z,p0_vel_x,p0_vel_y,p0_vel_z,p0_boost_amount,p0_team,p1_pos_x,p1_pos_y,p1_pos_z,p1_vel_x,p1_vel_y,p1_vel_z,p1_boost_amount,p1_team,p2_pos_x,p2_pos_y,p2_pos_z,p2_vel_x,p2_vel_y,p2_vel_z,p2_boost_amount,p2_team,p3_pos_x,p3_pos_y,p3_pos_z,p3_vel_x,p3_vel_y,p3_vel_z,p3_boost_amount,p3_team,p4_pos_x,p4_pos_y,p4_pos_z,p4_vel_x,p4_vel_y,p4_vel_z,p4_boost_amount,p4_team,p5_pos_x,p5_pos_y,p5_pos_z,p5_vel_x,p5_vel_y,p5_vel_z,p5_boost_amount,p5_team,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_hit_team_num,p0_alive,p1_alive,p2_alive,p3_alive,p4_alive,p5_alive,p0_forward_x,p0_forward_y,p0_forward_z,p1_forward_x,p1_forward_y,p1_forward_z,p2_forward_x,p2_forward_y,p2_forward_z,p3_forward_x,p3_forward_y,p3_forward_z,p4_forward_x,p4_forward_y,p4_forward_z,p5_forward_x,p5_forward_y,p5_forward_z,boost_pad_0_respawn,boost_pad_1_respawn,boost_pad_2_respawn,boost_pad_3_respawn,boost_pad_4_respawn,boost_pad_5_respawn,team_0_goal_prev_5s,team_1_goal_prev_5s,p0_dist_to_ball,p1_dist_to_ball,p2_dist_to_ball,p3_dist_to_ball,p4_dist_to_ball,p5_dist_to_ball
234,2533.44,840.63,556.48,1004.99,39.31,312.24,62.21,0,-1717.92,2003.63,65.16,-966.35,-1520.96,284.29,0.0,0,-393.49,-331.75,17.02,1029.25,-1804.76,0.18,4.71,0,1024.54,4761.68,17.01,807.76,-765.16,0.27,76.08,1,-3243.21,2026.78,34.27,-1557.78,-1498.16,-129.13,7.06,1,2760.55,1261.97,285.6,-80.25,-1110.44,553.53,62.75,1,3056.27,1061.12,886.24,-1032.31,-851.59,-679.27,1.0,1,1,1,1,1,1,0.57096726,-0.056039717,0.8190579,-0.28051278,-0.959817,-0.007991816,0.5593627,-0.828923,-0.0,0.70929754,-0.70490927,-0.0,-0.5848225,-0.78585523,0.20103274,-0.06001278,-0.7165519,0.6949473,0.0,4.1699981689453125,0.0,0.0,5.099998474121094,0.0,0,0,656.28,4935.12,3820.53,4310.18,6429.76,698.97
234,2763.01,849.13,613.43,857.63,-41.55,52.19,55.26,0,-2027.31,1672.2,102.08,-1572.68,-1667.6,5.74,0.0,0,-23.01,-700.63,17.02,1793.78,-1052.19,-0.06,0.0,0,1163.78,4615.33,17.01,550.63,-616.21,0.27,76.08,1,-3625.3,1712.65,16.32,-1923.88,-1114.86,10.59,1.96,1,2737.33,955.62,436.32,-101.29,-1232.1,624.14,55.81,1,2923.61,911.52,776.16,1469.59,378.81,684.64,0.0,1,1,1,1,1,1,0.7909939,0.07205371,0.6075663,-0.06386103,-0.93503785,-0.3487492,0.90413696,-0.42724276,-0.0,0.66464967,-0.74715513,-0.0,-0.89227176,-0.4514988,-0.0,-0.06379472,-0.18816417,0.98006356,0.0,3.9599990844726562,0.0,0.0,4.8899993896484375,0.0,0,0,236.99,5054.17,3443.53,4170.31,6641.34,390.05
234,2959.59,845.86,624.24,1019.91,22.37,48.66,48.32,0,-2407.47,1267.71,98.61,-1571.81,-1679.03,-15.63,0.0,0,450.65,-852.35,17.02,2024.69,-328.7,0.13,0.0,0,1274.38,4494.48,17.01,665.44,-678.2,0.27,76.08,1,-4020.57,1406.47,94.69,-962.65,-1450.19,994.16,1.96,1,2714.35,676.62,571.99,-102.54,-1241.03,539.36,54.51,1,3216.57,987.04,899.14,1460.49,376.41,550.78,0.0,1,1,1,1,1,1,0.69696784,0.4704433,0.5412197,0.121408105,-0.98963654,-0.07667885,0.99015254,-0.1399933,-0.0,0.69611776,-0.71792763,-0.0,-0.45092344,-0.7120267,0.5382249,0.428689,0.15416887,0.8902009,0.0,3.75,0.0,0.0,4.680000305175781,0.0,0,0,401.92,5687.66,3436.83,4105.17,7293.78,674.99
234,3197.16,864.81,632.6,1161.11,155.71,28.04,41.38,0,-2669.05,987.43,96.01,-1567.11,-1683.42,-15.14,0.0,0,823.91,-887.67,17.02,2041.19,-72.89,0.13,0.0,0,1453.42,4356.47,17.01,893.05,-574.2,0.27,76.08,1,-4081.7,1120.53,289.66,14.94,-1667.19,907.83,1.96,1,2697.35,469.82,652.39,-102.54,-1241.03,430.96,54.51,1,3519.84,1065.2,998.85,1451.24,373.91,412.19,0.0,1,1,1,1,1,1,0.5401467,0.6652121,0.51549435,-0.054536067,-0.9589583,0.27825317,1.0,-0.0,0.0,0.8548858,-0.51881623,-0.0,0.0062385136,-0.89352256,0.44897494,0.82405096,0.153098,0.54543656,0.0,3.5400009155273438,0.0,0.0,4.470001220703125,0.0,0,0,527.65,6254.88,3470.7,4008.31,7634.75,1072.85
233,3409.43,903.13,636.18,1260.07,273.63,16.72,34.44,0,-3047.09,580.13,81.23,-1560.27,-1684.76,-130.81,0.0,0,1300.06,-885.9,17.02,2037.93,78.71,0.13,0.0,0,1668.19,4225.2,17.01,1116.55,-671.65,0.23,82.75,1,-4079.04,710.03,412.76,1.34,-1805.73,149.17,1.96,1,2671.0,149.28,741.32,-102.54,-1241.03,262.94,54.51,1,3821.19,1142.84,1069.78,1441.99,371.41,274.48,0.0,1,1,1,1,1,1,0.5343244,0.56673205,0.6271461,-0.37042874,-0.89618576,0.24419978,0.99819845,0.059999906,-0.0,0.8548858,-0.51881623,-0.0,-0.0003997872,-0.9992002,0.039983936,0.98389775,0.11598795,0.13598585,0.0,3.3400039672851562,0.0,0.0,4.2700042724609375,0.0,0,0,644.22,6961.84,3402.97,3904.44,7939.31,1554.99
233,3751.45,988.74,643.15,1355.78,356.59,5.08,34.9,0,-3280.68,327.55,54.12,-1552.98,-1681.51,-225.24,0.0,0,1622.06,-864.21,17.02,2030.48,174.4,0.13,0.0,0,1888.4,4078.93,17.01,1029.99,-848.93,0.29,82.75,1,-4079.0,422.86,390.28,0.38,-1799.17,-403.5,0.0,1,2655.95,-57.38,775.27,-43.09,-1237.03,141.03,50.46,1,3949.03,1208.8,1098.52,-859.88,247.96,-43.72,0.0,1,1,1,1,1,1,0.32221,0.16060376,0.93294543,-0.373139,-0.92046285,0.11625637,0.99498755,0.09999875,-0.0,0.7538742,-0.65701884,-0.0,-0.01943624,-0.96367884,-0.26635537,0.941918,0.01779845,-0.33537084,0.0,3.1300048828125,0.0,0.0,4.060005187988281,0.0,0,0,542.98,7357.72,3298.76,3695.06,8097.44,1838.41
233,4056.55,1068.93,627.28,1355.78,356.59,-140.99,34.9,0,-3571.24,-183.88,16.57,-175.61,-1995.51,9.79,97.11,0,2163.67,-820.11,17.02,2032.08,151.09,0.13,0.0,0,2087.31,3831.02,17.01,772.96,-1305.17,0.0,76.39,1,-3972.11,-54.52,255.05,452.59,-1782.36,-587.17,0.0,1,2671.09,-361.53,772.55,141.3,-1304.29,-166.92,43.52,1,3756.25,1264.36,1071.72,-853.94,246.07,-189.09,0.0,1,1,1,1,1,1,0.32744247,0.09286875,0.9402961,0.020116694,-0.99979764,-0.0,0.9967949,0.07999959,-0.0,0.47987494,-0.8773369,-0.0,0.22115998,-0.95528245,-0.19627446,0.49248752,-0.5792553,-0.64955324,0.0,2.9199981689453125,9.860000610351562,0.0,3.8499984741210938,0.0,0,0,570.88,7543.4,2827.32,3238.14,7882.51,1977.52
233,4050.62,1138.45,586.99,-420.74,341.75,-254.61,33.17,0,-3542.68,-487.37,17.0,502.27,-2018.12,0.34,91.37,0,2468.5,-797.73,17.02,2032.1,149.63,0.13,0.0,0,2198.44,3619.68,17.01,692.86,-1506.84,0.03,70.98,1,-3881.82,-410.05,124.23,451.36,-1778.03,-715.99,0.0,1,2712.73,-672.65,703.11,203.9,-1427.52,-410.09,39.22,1,3586.02,1313.41,1020.51,-848.66,244.39,-317.46,0.0,1,1,1,1,1,1,-0.0112707745,0.11231243,0.993609,0.3288637,-0.94437736,-0.0,0.9967949,0.07999959,-0.0,0.39307842,-0.91950494,-0.0,0.37318516,-0.8926589,0.25277075,0.18753253,-0.8994315,-0.39478406,0.0,2.7099990844726562,9.650001525878906,0.0,3.6399993896484375,0.0,0,0,659.09,7420.8,2590.9,2872.5,7716.36,2192.67
233,3966.64,1198.64,536.56,-499.37,350.62,-275.1,26.23,0,-3289.41,-938.17,17.0,1369.87,-1420.75,0.41,91.37,0,2981.02,-704.36,17.02,1873.64,686.05,0.17,0.0,0,2324.36,3212.8,17.01,326.38,-1586.11,0.25,70.98,1,-3747.53,-826.47,14.56,938.29,-1841.66,-25.93,0.0,1,2748.55,-923.46,620.6,204.82,-1438.52,-527.13,39.22,1,3409.81,1364.13,939.96,-843.16,242.64,-450.36,0.0,1,1,1,1,1,1,-0.31427443,0.09055702,0.9450031,0.74185836,-0.6705566,-0.0,0.9024316,0.43083313,-0.0,0.18043089,-0.9835876,-0.0,0.6304757,-0.77492213,-0.044676226,0.007178654,-0.98307633,-0.18305561,0.0,2.5,9.44000244140625,0.0,3.4300003051757812,0.0,0,0,707.23,7143.67,2305.28,2334.01,7542.06,2402.57
232,3855.92,1270.04,486.77,-622.94,357.26,-239.31,19.29,0,-3022.79,-1130.73,17.0,1807.4,-911.1,0.18,86.17,0,3267.41,-554.98,17.02,1526.24,1076.71,0.21,0.0,0,2379.62,2956.68,17.01,345.76,-1490.58,0.26,70.98,1,-3530.13,-1059.78,16.81,1562.84,-961.65,4.27,0.0,1,2797.96,-1273.07,473.54,203.64,-1453.42,-683.42,39.22,1,3234.75,1414.5,831.81,-837.66,240.89,-582.42,0.0,1,1,1,1,1,1,-0.84658885,-0.06856248,0.52781284,0.92803454,-0.37249416,-0.0,0.6119476,0.7908983,-0.0,0.22970378,-0.9732606,-0.0,0.91976315,-0.3919843,-0.019599216,-0.15953809,-0.94486386,0.28597188,0.0,2.2900009155273438,9.230003356933594,0.0,3.220001220703125,0.0,0,0,725.1,6804.33,2131.62,1942.54,7249.13,2746.3
232,3686.57,1345.29,425.57,-1271.71,-8.18,-320.26,13.6,0,-2603.92,-1238.5,17.0,2150.56,-167.34,0.14,79.23,0,3469.52,-264.05,17.02,220.19,1358.05,0.23,0.0,0,2446.44,2681.49,17.01,339.68,-1388.32,0.26,70.98,1,-3179.63,-1153.19,17.01,1711.55,-38.6,0.28,0.0,1,2828.45,-1491.22,363.38,203.38,-1454.65,-780.39,39.22,1,3060.84,1464.52,696.23,-832.16,239.32,-713.63,0.0,1,1,1,1,1,1,-0.99597836,-0.017262015,0.08791584,0.9998,-0.02,0.0,-0.12342706,0.9923536,-0.0,0.22970378,-0.9732606,-0.0,0.99819845,0.059999906,-0.0,-0.25646475,-0.8489243,0.46211848,0.0,2.0900039672851562,9.030006408691406,0.0,3.0200042724609375,0.0,0,0,692.11,6313.25,1901.66,1523.1,6801.26,2983.49
232,3430.01,1338.82,367.29,-1419.89,-80.44,-46.19,10.98,0,-2022.8,-1279.94,17.0,2252.29,-404.74,0.38,74.51,0,3376.95,15.76,17.02,-785.64,928.29,0.19,100.0,0,2522.31,2305.81,17.01,177.91,-1389.64,0.26,70.98,1,-2751.91,-1083.67,17.01,1603.94,459.62,0.27,0.0,1,2884.1,-1891.72,123.84,200.39,-1461.6,-954.1,39.22,1,2881.16,1516.18,526.34,-826.65,237.76,-849.22,0.0,1,1,1,1,1,1,-0.791553,-0.6077603,-0.0638058,0.9713539,-0.23763765,-0.0,-0.7038483,0.7103503,-0.0,0.10116975,-0.9948692,-0.0,0.95488834,0.2969653,-0.0,-0.3102896,-0.7818821,0.54072237,0.0,1.8800048828125,8.82000732421875,9.830001831054688,2.8100051879882812,0.0,0,0,598.32,5668.03,1660.26,1005.84,6224.96,3431.59
232,3054.59,1311.67,362.72,-1455.4,-107.29,-15.47,6.93,0,-1653.56,-1371.06,17.0,2192.19,-628.78,0.38,74.51,0,3207.4,143.23,17.02,-1212.15,600.45,-0.05,93.64,0,2523.73,2014.61,17.01,-206.34,-1383.25,0.29,70.98,1,-2495.49,-982.39,21.98,1509.78,666.57,299.98,0.0,1,2897.85,-2125.01,17.4,-175.11,-1289.16,-78.61,39.22,1,2709.5,1565.55,335.37,-821.4,236.26,-978.76,0.0,1,1,1,1,1,1,-0.49561146,-0.09789369,-0.8630099,0.96081126,-0.27720326,-0.0,-0.9270535,0.37492907,-0.0,-0.18808885,-0.982152,-0.0,0.9024316,0.43083313,-0.0,-0.21810503,-0.9666389,0.13431108,0.0,1.6699981689453125,8.610000610351562,9.6199951171875,2.5999984741210938,0.0,0,0,429.29,5268.9,1540.21,580.96,5803.63,3709.02
232,2741.84,1294.19,355.39,-1540.39,-33.86,-43.19,0.0,0,-1147.9,-1579.11,17.0,1986.84,-1070.69,0.39,74.51,0,2853.39,210.07,17.02,-1554.03,8.71,-0.13,86.7,0,2457.2,1797.26,17.01,-476.35,-1206.11,0.27,70.98,1,-2136.79,-762.86,74.94,1677.36,1318.14,165.07,0.0,1,2901.04,-2448.65,16.97,322.37,-1254.14,1.46,39.22,1,2538.95,1614.62,117.51,-816.15,234.76,-1107.47,0.0,1,1,1,1,1,1,-0.42023677,0.71742415,-0.55561113,0.8638079,-0.5038214,-0.0,-0.999201,-0.03996804,-0.0,-0.41283444,-0.91080606,-0.0,0.9363507,0.17115445,-0.3065184,0.3029156,-0.9530173,-0.0,0.0,1.4599990844726562,8.400001525878906,9.409996032714844,2.3899993896484375,0.0,0,0,447.69,4878.82,1442.82,223.92,5245.64,4080.61
231,2451.78,1300.78,329.14,-1603.35,69.91,-214.11,0.0,0,-811.25,-1744.16,17.0,2086.47,-815.12,0.41,74.51,0,2599.24,201.16,17.02,-1614.55,-99.64,0.13,84.31,0,2397.5,1610.33,16.89,-72.02,-624.26,2.99,70.98,1,-1913.73,-587.21,82.15,1669.04,1316.79,-13.61,0.0,1,3006.07,-2656.97,17.02,785.46,-996.88,0.18,39.22,1,2567.48,1487.55,220.19,320.17,-860.93,770.78,1.0,1,1,1,1,1,1,-0.6310994,0.7643141,-0.1324287,0.9485232,-0.31670758,-0.0,-0.9982048,-0.05989229,-0.0,-0.12526804,-0.9921229,-0.0,0.936853,0.13814884,-0.321281,0.66464967,-0.74715513,-0.0,0.0,1.25,8.19000244140625,9.199996948242188,2.1800003051757812,0.0,0,0,245.23,4679.86,1302.72,292.06,4940.13,4172.61
231,2091.06,1316.44,263.91,-1603.35,69.91,-360.18,0.0,0,-434.93,-1826.63,17.0,2175.61,-131.78,0.41,74.51,0,2245.69,135.15,17.02,-1487.5,-543.16,0.16,84.31,0,2414.5,1464.9,17.0,258.44,-808.97,0.39,67.45,1,-1459.19,-226.58,79.48,1645.22,1309.38,-15.44,0.0,1,3201.47,-2809.92,17.02,1117.14,-527.48,0.18,39.22,1,2639.25,1294.52,375.98,317.89,-854.99,619.65,1.0,1,1,1,1,1,1,-0.7722046,0.62964374,-0.08514049,0.9998,0.02,-0.0,-0.9200933,-0.39169914,-0.0,0.3252799,-0.94561785,-0.0,0.96783894,0.20956513,-0.13917683,0.92803454,-0.37249416,-0.0,0.0,1.0400009155273438,7.980003356933594,8.989997863769531,1.970001220703125,0.0,0,0,559.96,4395.57,1275.88,456.52,4381.65,4158.29
231,1850.58,1326.88,202.17,-1603.37,69.92,-457.57,0.0,0,139.11,-1698.65,29.65,1991.21,992.98,311.54,69.31,0,2009.02,4.42,17.02,-1220.33,-890.82,0.18,84.31,0,2502.82,1318.93,17.0,623.0,-706.74,0.39,67.45,1,-1144.51,24.1,75.53,1636.58,1305.49,-48.43,12.16,1,3489.12,-2857.22,17.02,1217.93,70.54,0.14,39.22,1,2707.9,1109.92,493.97,315.81,-849.27,475.07,1.0,1,1,1,1,1,1,-0.8526015,0.50979465,-0.11480417,0.8548858,0.51881623,-0.0,-0.6603693,-0.75094104,-0.0,0.7130972,-0.7010652,-0.0,0.89493316,0.43637735,0.09310983,0.9927743,0.11999689,-0.0,0.0,0.8400039672851562,7.780006408691406,8.790000915527344,1.7700042724609375,0.0,0,0,931.24,3834.36,1392.14,559.68,4024.32,4071.36
231,1434.95,1345.58,61.41,-1616.17,74.82,-626.61,0.0,0,559.49,-1481.84,107.92,2009.15,1050.82,386.09,62.37,0,1813.47,-273.08,17.02,-236.53,-1158.1,0.22,84.31,0,2671.21,1131.39,73.44,650.16,-734.59,228.14,67.45,1,-750.24,338.99,44.06,1632.41,1303.7,-205.72,12.16,1,3694.54,-2842.78,17.02,1239.53,41.78,0.14,39.22,1,2773.49,933.58,577.97,313.81,-843.77,336.96,1.0,1,1,1,1,1,1,-0.98703873,0.16048111,0.00059881096,0.8076622,0.5444419,0.2264174,0.12901364,-0.99164283,-0.0,0.49891335,-0.86205155,-0.08917774,0.83041084,0.5372188,0.1476952,1.0,0.0,-0.0,0.0,0.6300048828125,7.57000732421875,8.580001831054688,1.5600051879882812,0.0,0,0,1492.74,3310.14,1640.83,551.49,3613.21,3927.33
231,1098.93,1333.15,16.11,-1602.44,-187.47,18.56,0.0,0,971.82,-1266.5,217.55,1971.02,1027.02,566.33,57.65,0,1817.66,-435.08,17.02,283.76,-956.09,0.22,84.31,0,2795.87,990.63,104.7,650.16,-734.59,103.48,67.45,1,-409.45,624.59,16.22,1672.19,1461.95,9.83,6.95,1,3959.96,-2865.3,49.88,943.76,-270.76,492.64,39.22,1,2838.64,758.38,633.29,311.81,-838.27,199.73,1.0,1,1,1,1,1,1,-0.99034166,-0.13864784,-0.0,0.7644137,0.31650257,0.5616919,0.6119476,-0.7908983,-0.0,0.3142923,-0.93288016,-0.17593968,0.74185836,0.6705566,-0.0,0.8093853,-0.30126897,0.5041154,0.0,0.4199981689453125,7.3600006103515625,8.3699951171875,1.3499984741210938,0.0,0,0,1933.36,2785.32,1687.17,578.94,3308.89,3837.81
230,779.06,1289.12,43.39,-1601.71,-231.17,342.0,0.0,0,1369.93,-1061.21,321.58,2006.47,1011.66,490.48,52.44,0,1983.6,-579.19,34.99,850.4,-228.26,320.09,84.31,0,2947.63,819.27,110.51,650.16,-734.59,-48.19,67.45,1,-68.42,930.46,16.99,1702.82,1546.07,0.52,13.33,1,4074.44,-2968.72,214.18,117.03,-571.95,672.12,39.22,1,2905.97,577.4,660.59,309.73,-832.55,57.92,1.0,1,1,1,1,1,1,-0.99034166,-0.13864784,-0.0,0.86075604,0.12942345,0.49228922,0.9927743,-0.11999689,-0.0,0.32530007,-0.94337004,-0.065060005,0.74185836,0.6705566,-0.0,0.106328666,-0.80373156,0.5854142,0.0,0.20999908447265625,7.150001525878906,8.159996032714844,1.1399993896484375,0.0,0,0,2326.2,2271.43,1606.19,602.35,3063.64,3760.26
230,511.41,1250.52,92.92,-1608.36,-232.07,245.72,0.0,0,1707.19,-894.96,397.51,2027.58,991.66,410.58,50.59,0,2155.42,-624.75,124.34,866.3,-226.77,493.79,84.31,0,3056.03,696.87,93.01,650.16,-734.59,-156.39,67.45,1,228.59,1170.45,16.99,1881.96,1294.17,0.52,13.33,1,4079.61,-3070.44,299.28,-6.12,-646.77,333.68,39.22,1,2960.02,432.12,660.28,308.05,-828.07,-55.84,1.0,1,1,1,1,1,1,-0.99014753,-0.13862066,-0.01980295,0.9171655,0.0581471,0.3942413,0.934811,0.352555,0.042818826,0.3476818,-0.9348331,0.07214145,0.8548858,0.51881623,-0.0,0.011831602,-0.9854328,0.1696533,0.0,0.0,6.94000244140625,7.9499969482421875,0.9300003051757812,0.0,0,0,2643.36,1843.85,1432.34,633.33,2901.67,3694.82
230,121.38,1194.24,132.65,-1620.99,-233.87,88.37,0.0,0,2198.88,-655.18,477.75,2041.19,992.77,258.51,50.59,0,2308.03,-663.72,200.47,884.85,-206.68,384.29,82.58,0,3161.2,561.71,55.26,131.42,-1132.3,-270.0,67.45,1,770.92,1428.81,16.99,2122.2,730.28,0.52,13.33,1,4078.99,-3222.43,322.66,-0.32,-622.99,-171.83,39.22,1,3029.08,246.46,630.75,305.89,-822.4,-201.12,1.0,1,1,1,1,1,1,-0.99014753,-0.13862066,-0.01980295,0.9459088,0.10403396,0.30730033,0.5362848,0.8202942,0.1987866,0.3694463,-0.914753,0.16351235,0.9485232,0.31670758,-0.0,0.020828566,-0.88441324,-0.4662396,0.0,0.0,6.730003356933594,7.739997863769531,0.720001220703125,0.0,0,0,3098.57,1235.15,1238.34,669.35,2621.82,3637.37
230,-176.96,1151.21,137.41,-1633.09,-235.63,-31.03,0.0,0,2659.6,-431.6,519.28,2053.55,994.73,115.89,50.59,0,2532.45,-684.79,280.82,945.43,30.26,287.2,75.64,0,3201.86,284.61,41.56,171.43,-985.92,152.54,67.45,1,1095.55,1568.26,16.99,1936.37,1082.76,0.53,13.33,1,4076.64,-3323.29,247.85,-54.31,-484.59,-578.24,39.22,1,3085.0,96.13,582.59,304.13,-817.78,-318.76,1.0,1,1,1,1,1,1,-0.9872481,-0.1579597,-0.019744962,0.9346477,0.2549039,0.24790657,-0.01943624,0.96367884,0.26635537,0.51325536,-0.85823363,-0.0020056914,0.8432,0.53760004,-0.0,-0.052106835,-0.52985305,-0.8464872,0.0,0.0,6.530006408691406,7.540000915527344,0.5200042724609375,0.0,0,0,3457.13,680.79,1003.1,584.72,2538.7,3576.01
230,-559.82,1095.96,111.86,-1647.79,-237.96,-182.04,0.0,0,3036.94,-248.88,529.26,2062.02,999.11,-2.11,50.59,0,2721.45,-674.31,326.01,945.05,58.76,165.6,75.29,0,3232.58,105.33,67.45,166.24,-973.02,119.34,67.45,1,1471.25,1882.14,16.99,1476.43,1587.72,0.51,13.33,1,4031.47,-3401.15,116.5,-470.23,-220.13,-637.3,39.22,1,3148.14,-73.67,501.77,302.13,-812.53,-451.65,1.0,1,1,1,1,1,1,-0.9600237,-0.19592318,0.19992162,0.71058935,0.7018068,-0.050300118,0.08140971,0.95726585,0.27751485,0.7300188,-0.67609125,0.09986578,0.66464967,0.74715513,-0.0,-0.61562866,0.062337127,-0.7855669,0.0,0.0,6.32000732421875,7.3300018310546875,0.31000518798828125,0.0,0,0,3907.56,209.33,757.45,477.29,2621.48,3464.22
229,-981.42,1033.16,46.09,-2129.83,-412.27,-337.75,0.0,0,3530.89,-42.83,507.18,1901.37,788.6,-170.22,50.59,0,2966.0,-656.73,346.66,950.49,91.14,-5.79,74.72,0,3277.16,-147.49,76.55,177.66,-983.82,-42.21,67.45,1,1839.1,2304.07,16.99,1407.47,1647.28,0.51,25.1,1,3874.32,-3352.37,21.23,-561.71,553.72,-77.05,39.22,1,3551.63,328.21,339.87,1682.36,1776.44,-728.52,0.0,1,1,1,1,1,1,-0.80377054,-0.29246157,0.5180919,-0.27483258,0.8229103,-0.49727833,0.12771074,0.95463806,-0.26899078,0.5250495,-0.67137474,0.5230478,0.64617497,0.7631893,-0.0,-0.6586881,0.7493424,-0.067940906,0.0,0.0,6.1100006103515625,7.1199951171875,0.09999847412109375,0.0,0,0,4596.93,407.55,1145.91,609.07,2634.58,3708.41
229,-1377.45,919.33,16.2,-1985.75,-795.77,13.88,0.0,0,3784.2,62.73,478.08,1898.21,794.39,-260.54,50.59,0,3093.46,-635.23,336.34,956.57,221.94,-143.89,67.78,0,3301.14,-279.06,65.1,181.46,-989.42,-124.54,67.45,1,2108.63,2620.02,16.99,1405.71,1648.63,0.51,25.1,1,3800.82,-3211.32,16.61,-216.56,858.7,0.01,39.22,1,3873.1,667.65,188.23,1672.47,1766.08,-848.43,0.0,1,1,1,1,1,1,-0.9127704,-0.4080107,-0.019429082,-0.515913,0.70488703,-0.48679373,-0.052994397,0.90710455,-0.41755605,0.4294633,-0.73357505,0.5267152,0.64617497,0.7631893,-0.0,-0.21558772,0.9764042,-0.012518004,0.0,0.0,5.900001525878906,6.909996032714844,0.0,0.0,0,0,5259.39,676.64,1525.54,1112.91,2637.12,3883.44
229,-1682.61,744.81,17.01,-1650.5,-1282.76,0.59,0.0,0,4081.65,274.94,388.73,-47.91,858.5,-439.69,47.7,0,3346.52,-556.88,264.93,946.04,311.81,-360.34,67.45,0,3349.65,-543.97,19.08,226.8,-988.16,-105.54,67.45,1,2401.38,2963.52,16.99,1405.64,1648.63,0.51,25.1,1,3780.75,-3057.65,17.01,-119.19,963.77,0.69,39.22,1,3875.55,970.68,285.41,-580.36,1331.24,895.01,0.0,1,1,1,1,1,1,-0.73684394,-0.67606294,-0.0,-0.003412781,0.8694338,-0.4940376,-0.2524694,0.8789967,-0.40450454,0.3934546,-0.9176591,0.055633962,0.64617497,0.7631893,-0.0,-0.09417426,0.99555576,-0.0,0.0,0.0,5.69000244140625,6.6999969482421875,0.0,0.0,0,0,5569.22,732.94,1616.7,1625.32,2493.32,4038.37
229,-1989.55,400.38,59.18,-1255.0,-1619.34,265.85,0.0,0,4079.05,446.17,324.53,-2.02,1176.33,-260.47,40.76,0,3496.09,-506.73,198.97,943.44,321.25,-467.0,67.45,0,3388.61,-713.2,16.8,156.42,-1055.47,4.15,67.45,1,2625.92,3226.93,16.99,1453.88,1705.21,0.28,21.05,1,3734.11,-2858.63,17.01,-320.85,1022.05,0.27,37.48,1,3769.46,1214.03,437.61,-577.06,1323.76,771.09,0.0,1,1,1,1,1,1,-0.34621286,-0.9380862,-0.011440076,0.014926711,0.9901355,-0.1393155,-0.18806952,0.93894464,-0.28811944,0.102522634,-0.9947307,-0.0,0.64617497,0.7631893,-0.0,-0.31531858,0.9489859,-0.0,0.0,0.0,5.4900054931640625,6.5,0.0,0.0,0,0,5828.5,835.61,1758.61,2009.07,2352.95,4094.47
228,-2122.01,-73.47,92.79,-591.73,-2111.95,-12.28,0.0,0,4079.0,763.37,333.58,-0.15,1403.63,256.25,33.82,0,3731.68,-424.92,60.91,942.42,332.29,-630.74,67.45,0,3351.26,-969.85,17.01,-457.78,-1007.35,0.31,67.45,1,2946.06,3696.34,16.99,965.21,2008.19,0.56,19.22,1,3644.3,-2621.61,19.47,-469.53,1258.27,295.63,42.97,1,3640.07,1510.8,593.48,-573.01,1314.58,619.95,0.0,1,1,1,1,1,1,-0.5799179,-0.71665645,-0.3874259,0.007774569,0.9736174,0.22805452,0.013562525,0.98847365,0.15078409,-0.47226518,-0.8814565,-0.0,0.27999997,0.96000004,-0.0,-0.34605882,0.9382128,-0.0,0.0,0.0,5.280006408691406,6.290000915527344,0.0,0.0,0,0,5996.85,904.91,2009.74,2563.07,2364.44,4172.09
228,-2241.34,-496.7,89.7,-601.77,-2119.6,-15.57,0.0,0,4042.94,1085.62,427.29,-392.64,1430.28,488.53,29.41,0,3867.66,-333.27,19.18,118.25,521.0,41.41,67.45,0,3248.02,-1112.5,17.01,-813.65,-783.07,0.31,67.45,1,3015.65,4136.36,16.99,-381.19,1774.63,0.58,100.0,1,3434.37,-2223.91,91.33,-1088.08,1703.24,164.96,37.91,1,3511.61,1805.51,715.43,-568.96,1305.4,469.83,0.0,1,1,1,1,1,1,-0.8681736,-0.49615538,-0.010230007,-0.013876199,0.8532842,0.5212616,0.07023916,0.99735653,0.01861039,-0.75906104,-0.6510195,-0.0,-0.41283444,0.91080606,-0.0,0.03022956,0.92462236,-0.37968367,0.0,0.0,5.07000732421875,6.0800018310546875,0.0,9.900001525878906,0,0,6228.01,939.99,2277.26,3011.98,2483.28,4078.2
