replay_id,blue_score,orange_score,score_difference,seconds_remaining,ball_hit_team_num,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,boost_pad_0_respawn,boost_pad_1_respawn,boost_pad_2_respawn,boost_pad_3_respawn,boost_pad_4_respawn,boost_pad_5_respawn,p0_alive,p0_boost_amount,p0_dist_to_ball,p0_forward_x,p0_forward_y,p0_forward_z,p0_pos_x,p0_pos_y,p0_pos_z,p0_team,p0_vel_x,p0_vel_y,p0_vel_z,p1_alive,p1_boost_amount,p1_dist_to_ball,p1_forward_x,p1_forward_y,p1_forward_z,p1_pos_x,p1_pos_y,p1_pos_z,p1_team,p1_vel_x,p1_vel_y,p1_vel_z,p2_alive,p2_boost_amount,p2_dist_to_ball,p2_forward_x,p2_forward_y,p2_forward_z,p2_pos_x,p2_pos_y,p2_pos_z,p2_team,p2_vel_x,p2_vel_y,p2_vel_z,p3_alive,p3_boost_amount,p3_dist_to_ball,p3_forward_x,p3_forward_y,p3_forward_z,p3_pos_x,p3_pos_y,p3_pos_z,p3_team,p3_vel_x,p3_vel_y,p3_vel_z,p4_alive,p4_boost_amount,p4_dist_to_ball,p4_forward_x,p4_forward_y,p4_forward_z,p4_pos_x,p4_pos_y,p4_pos_z,p4_team,p4_vel_x,p4_vel_y,p4_vel_z,p5_alive,p5_boost_amount,p5_dist_to_ball,p5_forward_x,p5_forward_y,p5_forward_z,p5_pos_x,p5_pos_y,p5_pos_z,p5_team,p5_vel_x,p5_vel_y,p5_vel_z,team_0_goal_in_event_window,team_1_goal_in_event_window,time
replay_00003,0,1,1,281,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16.895533,2458.75,0.14282157,0.9076863,-0.39459807,-1476.12,-1966.33,84.19,0,1225.73,1271.56,-25.41,1,13.725491,3082.84,-0.6032711,-0.7454832,-0.28340572,150.98,-3079.14,97.26,0,-192.61,1429.58,-13.78,1,8.235294,3587.6,-0.9924553,-0.122233704,-0.009562045,-744.95,-3508.59,17.01,0,-1254.6,-70.89,0.29,1,4.1969013,3623.57,0.97956306,0.07609126,-0.18618903,758.06,3543.35,75.68,1,1483.84,434.27,261.3,1,18.431374,3202.9,-0.36265373,-0.86187196,-0.35448432,-160.97,3198.85,88.03,1,263.18,-1452.38,-15.96,1,16.111217,2416.64,-0.87402153,-0.39288032,-0.2858874,1487.17,1904.81,80.5,1,-1173.98,-1393.46,-22.65,0,0,51.47153
replay_00003,0,1,1,281,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,509.01,0.641459,0.76709336,-0.009906359,-210.47,-457.55,18.95,0,1462.21,1680.51,306.26,1,25.882353,1615.42,-0.05370629,0.99851,-0.009669766,-48.94,-1612.9,17.01,0,-124.43,1421.63,0.48,1,0.0,4715.42,-0.87479585,-0.46367177,-0.1405019,-2593.27,-3938.24,73.5,0,-1971.97,-436.62,-108.07,1,0.0,4655.84,0.992153,0.09525103,0.08099209,2409.27,3983.48,28.24,1,1695.51,393.82,-255.58,1,24.855797,1669.5,-0.09562658,-0.995369,-0.009799621,36.92,1667.37,16.96,1,-142.83,-1637.73,1.24,1,0.78431374,447.45,-0.4005876,-0.91612166,-0.015835902,146.0,420.72,49.23,1,-1300.89,-1847.87,363.23,0,0,52.454884
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.516502,3278.74,0.7061082,0.7080395,-0.009552456,-2047.66,-2559.59,17.01,0,27.42,32.64,0.13,1,32.516502,3848.73,7.8082085e-06,0.99995446,-0.009544264,256.0,-3839.46,17.01,0,0.0,43.0,0.13,1,32.516502,3848.77,-0.0023869276,0.99995166,-0.009544257,-256.09,-3839.49,17.01,0,-6.93,41.05,0.14,1,32.516502,3848.77,0.0024019482,-0.9999516,-0.009544258,256.09,3839.49,17.01,1,6.93,-41.05,0.14,1,33.333332,3848.95,0.0023562908,-0.9999517,-0.009544257,-255.91,3839.69,17.01,1,6.66,-24.74,0.27,1,32.516502,3278.73,-0.70699275,-0.70715654,-0.00953837,2047.62,2559.61,17.01,1,-30.08,-30.72,0.13,0,0,398.975
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23.622643,3187.52,0.6961413,0.7178422,-0.009479468,-1984.01,-2493.64,17.01,0,433.44,446.79,0.03,1,23.622643,3750.15,-0.28862503,0.95739526,-0.0094843805,238.37,-3741.94,24.5,0,-199.53,603.22,303.58,1,23.622643,3756.86,-0.40592295,0.91385776,-0.009520168,-286.42,-3745.16,17.01,0,-272.59,574.48,0.04,1,23.622643,3772.58,0.33702263,-0.94144833,-0.009535513,277.5,3761.6,17.01,1,198.54,-523.46,0.04,1,29.704348,3793.36,0.087626696,-0.99610835,-0.009470982,-249.5,3784.39,17.01,1,38.26,-441.89,0.03,1,23.622643,3188.55,-0.66181695,-0.7496056,-0.009480306,1988.35,2491.5,17.01,1,-408.97,-462.08,0.03,0,0,399.24216
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27.326544,2968.08,0.42435414,0.90522116,-0.022320796,-1849.14,-2321.25,48.48,0,552.49,864.55,316.05,1,15.354082,3505.3,-0.61350656,0.65410125,-0.44244927,202.87,-3499.42,92.41,0,-85.24,1356.58,187.41,1,15.354082,3619.05,-0.8429295,0.53793985,-0.009519979,-419.03,-3593.91,17.01,0,-829.19,583.08,0.05,1,15.354082,3633.84,0.82040143,-0.57170826,-0.0095502045,377.51,3613.38,17.01,1,650.66,-610.98,0.07,1,21.435787,3644.1,-0.14623988,-0.9890091,-0.021795217,-249.04,3635.31,48.79,1,-53.42,-825.08,328.23,1,27.326544,2996.2,-0.80708396,-0.59033024,-0.011209007,1851.33,2355.28,43.17,1,-757.09,-647.29,327.2,0,0,399.49045
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.55272,2576.39,0.18956575,0.9079964,-0.37364075,-1556.81,-2052.83,90.17,0,1239.46,1196.03,-22.25,1,13.725491,3272.78,-0.64429677,0.54942733,-0.531988,183.04,-3267.66,96.7,0,-126.27,1397.66,-15.71,1,10.196078,3575.87,-0.9996072,-0.026350385,-0.009544377,-688.84,-3508.08,17.01,0,-1205.06,45.03,0.29,1,7.5802555,3577.22,0.999052,0.042483654,-0.009503601,581.35,3529.19,34.95,1,1096.77,-112.08,319.43,1,15.686275,3316.22,-0.3731728,-0.8598697,-0.34837654,-198.28,3310.28,96.39,1,218.26,-1510.34,-11.9,1,19.55272,2622.85,-0.87818336,-0.39497846,-0.26978865,1630.72,2054.29,89.65,1,-1025.44,-1358.45,-15.73,0,0,399.7239
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.226437,2280.21,0.14978774,0.92542493,-0.3480695,-1347.54,-1839.42,86.07,0,1269.23,1357.31,-24.42,1,25.490196,2887.01,-0.78384614,0.6078243,0.127023,148.1,-2883.21,92.41,0,-126.64,1397.97,-15.47,1,6.60798,3697.88,-0.84886444,-0.528525,-0.009515486,-953.46,-3572.33,32.29,0,-1145.37,-593.51,315.53,1,0.0,3762.32,0.9304601,0.21577892,-0.29611397,952.87,3639.65,95.34,1,1510.87,586.98,-10.54,1,27.450981,2947.23,-0.560766,-0.8275043,-0.027898788,-146.36,2943.59,92.66,1,211.01,-1523.84,-15.62,1,11.226437,2152.17,-0.8889142,-0.39608932,-0.23009759,1333.81,1689.0,83.96,1,-1265.76,-1466.07,-21.78,0,0,399.97388
replay_00003,3,3,0,22,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9031868,1806.99,0.3518108,0.92013496,0.17199105,-1035.35,-1480.92,81.66,0,1322.49,1601.32,-11.64,1,25.490196,2524.73,-0.2714007,0.92152745,0.2777208,115.24,-2522.06,78.94,0,-126.64,1397.97,-123.67,1,0.0,3919.28,-0.67414546,-0.71864235,-0.17053208,-1366.24,-3673.42,82.87,0,-1935.76,-416.79,12.93,1,0.0,4005.44,0.9971114,0.0069693257,0.075633004,1319.9,3781.72,91.64,1,1526.38,588.47,-15.37,1,27.450981,2588.32,-0.14078118,-0.89797324,0.41692302,-98.02,2586.46,88.87,1,204.57,-1537.03,-30.37,1,2.9031868,1656.16,-0.76759964,-0.64084226,-0.010585011,999.97,1320.12,78.25,1,-1483.7,-1594.03,-54.88,0,0,400.22382
replay_00007,0,1,1,198,0.0,-3427.46,3922.67,401.07,1157.32,-1109.19,-63.92,2.205047607421875,5.1532135009765625,6.2674102783203125,0.0,9.724197387695312,2.76898193359375,1,75.29412,982.04,0.98760563,0.14309819,-0.064482756,-2849.87,4691.63,202.32,0,571.94,2227.69,-15.53,1,89.411766,2766.28,-0.37233186,0.9280504,-0.009569005,-1760.32,1748.86,17.01,0,-399.37,1198.02,0.29,1,96.00955,406.45,-0.75173306,-0.6015664,0.27021357,-3272.02,4003.35,34.29,0,-1246.31,-1114.2,-200.62,1,47.45098,3185.02,-0.9922346,0.0098010525,-0.12399362,-523.46,5102.98,965.0,1,-188.71,-0.17,-69.71,1,1.5686275,2382.68,-0.06382406,0.009272963,0.99791807,-1358.53,5102.98,341.49,1,5.48,-0.26,177.91,1,45.882355,512.41,-0.63376856,-0.7734633,-0.009595381,-3113.65,4051.39,16.99,1,-936.66,-1041.56,0.54,0,0,139.5081
replay_00007,0,1,1,198,0.0,-3177.6,3683.18,371.46,1149.52,-1101.84,-203.79,1.9963531494140625,4.94451904296875,6.0587158203125,0.0,9.5155029296875,2.560287475585937,1,75.29412,1507.19,0.99002635,0.12654854,-0.06191371,-2706.59,5104.19,196.81,0,924.91,11.34,-62.91,1,85.25214,2096.89,-0.7429235,0.66930777,-0.009581686,-1949.42,2020.99,17.01,0,-993.75,983.0,0.01,1,90.19608,534.1,-0.65936446,-0.7517586,-0.009880116,-3572.68,3739.88,16.55,0,-1292.19,-1332.38,6.53,1,47.45098,3087.6,-0.9663528,0.009700418,-0.25703722,-498.26,5102.98,953.33,1,281.87,-0.17,-36.73,1,1.5686275,2321.52,0.30495313,0.009483607,0.95232016,-1341.12,5102.98,402.46,1,140.82,-0.15,293.1,1,45.882355,394.77,-0.30615819,-0.9519327,-0.00955754,-3240.59,3845.12,16.99,1,-508.04,-1284.11,0.54,1,0,139.7168
replay_00006,0,2,2,102,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.640167,3848.77,-0.001380682,0.9999536,-0.009536627,-256.09,-3839.49,17.01,0,-6.89,41.05,0.14,1,31.640167,3277.5,0.7070672,0.7070823,-0.009522565,-2046.74,-2558.74,17.01,0,60.3,60.3,0.07,1,33.333332,3848.94,-7.987022e-06,0.9999546,-0.009536634,256.0,-3839.67,17.01,0,0.0,26.55,0.27,1,31.640167,3278.74,-0.707067,-0.7070822,-0.009538371,2047.62,2559.62,17.01,1,-30.41,-30.41,0.13,1,31.640167,3848.73,-7.748604e-06,-0.99995446,-0.009544264,-256.0,3839.46,17.01,1,0.0,-43.0,0.13,1,31.640167,3848.77,0.0023868084,-0.99995166,-0.009544257,256.09,3839.49,17.01,1,6.93,-41.05,0.14,0,0,249.87589
replay_00006,0,2,2,102,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.964462,3774.75,-0.33647597,0.94164395,-0.00952051,-277.97,-3763.74,17.01,0,-214.85,531.27,0.04,1,24.964462,3232.88,0.7070674,0.70708233,-0.009502629,-2014.98,-2526.98,17.01,0,319.94,319.94,0.03,1,33.333332,3821.73,-0.13690424,0.99053884,-0.00948649,249.98,-3812.79,17.01,0,-55.28,265.62,0.26,1,24.964462,3240.23,-0.70706743,-0.7070825,-0.009488533,2020.21,2532.21,17.01,1,-294.57,-294.57,0.03,1,24.964462,3804.29,0.15481299,-0.9878981,-0.0095009,-248.38,3795.42,17.01,1,77.19,-433.23,0.01,1,24.964462,3806.22,0.20695162,-0.97830504,-0.009503902,266.48,3796.12,17.01,1,125.66,-420.51,0.04,0,0,250.07631
replay_00006,0,2,2,102,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18.304329,3668.18,-0.7012085,0.7128929,-0.009516028,-352.17,-3650.45,17.01,0,-603.46,647.43,0.05,1,31.601852,3042.75,0.54055923,0.84125257,-0.009484376,-1889.66,-2383.94,27.06,0,515.06,778.73,307.55,1,33.333332,3715.34,-0.17648458,0.98425776,-0.009481454,231.53,-3707.34,17.01,0,-98.94,554.4,0.26,1,31.601852,3073.11,-0.65228176,-0.757917,-0.009508068,1903.73,2411.24,17.01,1,-562.71,-680.31,0.07,1,18.304329,3637.27,0.44538516,-0.8952696,-0.011156917,-201.4,3631.35,43.17,1,328.55,-811.83,327.21,1,18.304329,3667.53,0.6828185,-0.7305261,-0.009519857,351.69,3649.84,17.01,1,573.52,-681.3,0.01,0,0,250.27626
replay_00006,0,2,2,102,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.64373,3587.7,-0.9190653,0.3939903,-0.009521516,-488.06,-3553.54,17.01,0,-992.36,504.96,0.02,1,24.941254,2804.59,0.21101452,0.94887084,-0.23477021,-1731.27,-2206.39,76.16,0,1158.36,1122.7,199.47,1,33.333332,3608.3,-0.19251013,0.9812491,-0.009489566,211.92,-3601.27,17.01,0,-158.22,696.25,0.3,1,24.941254,2856.31,-0.3345871,-0.9121331,-0.23677988,1758.54,2250.66,68.59,1,-1190.37,-1057.59,246.35,1,14.901961,3415.49,0.6137793,-0.7005648,-0.3639834,-168.86,3411.31,86.99,1,175.12,-1463.7,203.63,1,11.64373,3568.0,0.83072966,-0.5565944,-0.009538832,476.25,3535.26,17.01,1,916.79,-651.23,0.05,0,0,250.47623
replay_00006,0,2,2,102,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.9835854,3549.26,-0.99680334,0.07931885,-0.009577671,-790.3,-3459.33,17.01,0,-1391.25,178.2,0.05,1,18.281113,2524.92,0.19982089,0.9475853,-0.24930666,-1535.08,-2004.67,85.0,0,1193.95,1289.86,-21.3,1,33.333332,3361.98,-0.55661666,0.76662445,-0.32010132,170.78,-3357.57,71.56,0,-79.24,1267.35,214.42,1,18.281113,2434.48,-0.2713319,-0.925357,-0.26475155,1450.88,1954.88,84.89,1,-1266.34,-1301.32,-21.98,1,14.901961,3120.52,0.62437314,-0.68493134,-0.37553588,-133.04,3117.68,90.55,1,182.88,-1472.29,-16.0,1,4.9835854,3516.33,0.9997021,-0.02245641,-0.009565535,770.76,3429.98,17.01,1,1376.59,-122.71,0.05,0,0,250.67618
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.778316,3849.09,7.8082085e-06,0.99995446,-0.009544264,256.0,-3839.82,17.01,0,0.0,21.59,0.19,1,32.778316,3279.09,0.70698625,0.70702934,-0.016731253,-2047.87,-2559.87,17.05,0,15.26,15.27,0.18,1,32.778316,3849.1,-0.00080120564,0.9999542,-0.0095366305,-256.03,-3839.83,17.01,0,-3.38,20.67,0.19,1,33.333332,3849.16,0.00011467934,-0.99995446,-0.0095442645,-256.0,3839.89,17.01,1,0.45,-13.31,0.27,1,32.778316,3849.1,0.00078582764,-0.9999542,-0.009544264,256.03,3839.83,17.01,1,3.38,-20.67,0.19,1,32.778316,3279.09,-0.707067,-0.7070822,-0.009538371,2047.87,2559.87,17.01,1,-15.27,-15.27,0.19,0,0,124.004974
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.118147,3796.76,-0.1853925,0.9826187,-0.009493616,246.95,-3787.96,17.01,0,-120.77,455.23,0.05,1,26.118147,3243.67,0.70698845,0.70703036,-0.01659755,-2022.66,-2534.66,17.05,0,281.71,281.72,-0.1,1,26.118147,3816.1,-0.16221797,0.98670924,-0.009501445,-263.56,-3806.23,17.01,0,-99.95,372.8,0.04,1,28.338203,3813.95,0.15593487,-0.9877217,-0.009502068,-248.36,3805.1,17.01,1,71.43,-380.15,0.01,1,26.118147,3816.1,0.16220386,-0.9867115,-0.009501447,263.56,3806.23,17.01,1,99.95,-372.8,0.04,1,26.118147,3232.88,-0.70706743,-0.7070825,-0.009488533,2014.98,2526.98,17.01,1,-319.94,-319.94,0.03,0,0,124.204926
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21.568628,3694.86,-0.3790087,0.9253443,-0.009510142,211.18,-3688.04,17.01,0,-242.78,713.97,0.22,1,30.81754,3073.0,0.66298634,0.7484462,-0.016658004,-1903.32,-2411.42,17.05,0,569.04,677.03,-0.04,1,19.457973,3678.15,-0.672092,0.7404066,-0.009510545,-342.48,-3661.39,17.01,0,-563.46,649.6,0.05,1,21.67803,3671.4,0.39684883,-0.9177186,-0.017427158,-210.95,3665.03,45.14,1,267.71,-753.62,297.33,1,19.457973,3688.09,0.64114684,-0.76735926,-0.009514602,333.25,3672.22,17.01,1,523.3,-649.61,0.05,1,30.81754,3073.0,-0.64175785,-0.7668484,-0.009508598,1904.27,2410.68,17.01,1,-555.56,-687.07,0.06,0,0,124.40488
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17.683535,3513.79,0.07685405,0.9969972,-0.009495282,183.26,-3508.44,29.66,0,32.59,968.31,311.55,1,24.157364,2884.47,0.42208624,0.88591933,-0.1923284,-1782.97,-2267.04,51.48,0,1174.71,1073.77,235.32,1,12.797798,3594.4,-0.90975034,0.41504666,-0.009520984,-471.99,-3562.47,17.01,0,-964.93,501.4,0.05,1,16.862745,3484.17,0.5716207,-0.76020926,-0.30875823,-189.2,3479.01,80.78,1,130.23,-1407.29,179.35,1,12.797798,3583.64,0.9398523,-0.3414477,-0.009544022,505.65,3546.98,17.01,1,1036.89,-441.52,0.05,1,24.157364,2908.04,-0.35456526,-0.9255163,-0.1330533,1799.99,2283.8,60.93,1,-1171.58,-1032.7,286.72,0,1,124.60483
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.156863,3199.44,0.45066452,0.808435,-0.3785951,148.46,-3195.98,84.75,0,-257.57,1648.54,155.62,1,17.497213,2505.97,0.3352182,0.8844571,-0.32459882,-1508.49,-2000.97,70.72,0,1259.02,1283.71,-23.28,1,6.1376495,3580.78,-0.99299115,-0.11699208,-0.016776288,-737.28,-3503.74,45.55,0,-1329.39,92.08,309.48,1,12.977659,3135.74,0.582351,-0.76947385,-0.26225436,-152.36,3132.03,84.96,1,207.5,-1506.63,-22.19,1,6.1376495,3591.28,0.99355996,0.046306975,-0.10341338,713.34,3519.49,52.28,1,1580.83,384.55,279.71,1,17.497213,2508.34,-0.24463464,-0.9301005,-0.2739835,1507.82,2004.55,88.43,1,-1240.83,-1270.3,-21.96,0,1,124.80478
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.313726,2922.38,0.46303487,0.7992291,-0.3831861,105.99,-2920.45,86.03,0,-252.38,1657.35,-16.03,1,10.837055,2135.04,0.37392348,0.8968056,-0.23647633,-1251.96,-1729.32,71.77,0,1319.79,1447.2,-21.58,1,0.0,3715.46,-0.8935574,-0.23753208,-0.38096407,-994.37,-3579.92,85.79,0,-1650.4,-611.69,167.18,1,24.313726,2880.46,0.53218156,-0.8244185,-0.19265753,-115.71,2878.12,82.15,1,222.85,-1527.45,-15.78,1,0.0,3719.06,0.97163707,0.04324622,-0.23248923,991.93,3584.32,80.62,1,1753.0,392.8,-6.16,1,10.837055,2249.14,-0.16541386,-0.9569922,-0.23833638,1329.55,1814.08,85.27,1,-1271.84,-1411.31,-21.77,0,1,125.00473
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.313726,2602.45,0.46328682,0.8146618,-0.3488432,58.21,-2601.78,83.04,0,-246.43,1667.41,-16.03,1,4.176901,1813.86,0.41696906,0.90869427,-0.020287216,-1037.77,-1487.46,68.73,0,1383.76,1600.05,-16.56,1,0.0,3905.86,-0.9348663,-0.0638376,-0.34921303,-1286.66,-3687.85,88.38,0,-1675.57,-617.66,-16.01,1,24.313726,2611.06,0.4484101,-0.88451827,-0.12866941,-76.2,2609.91,78.73,1,228.34,-1537.48,-43.15,1,0.0,3946.57,0.98496234,-0.09530379,-0.14410573,1426.54,3679.69,76.75,1,1808.73,394.15,-15.73,1,4.176901,1764.62,-0.28241065,-0.9592708,-0.0066213314,1017.02,1442.01,80.65,1,-1317.65,-1659.82,-16.04,0,1,125.20468
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.313726,2198.74,0.17549765,0.9828897,0.055932254,-1.24,-2198.68,76.82,0,-246.08,1667.99,-69.57,1,0.0,1277.58,0.5360241,0.83269614,0.13890795,-690.21,-1074.29,51.11,0,1465.48,1766.98,-141.87,1,0.0,4194.16,-0.9969337,0.062410846,-0.047203146,-1693.54,-3837.03,84.61,0,-1691.27,-616.63,-15.55,1,24.313726,2211.23,0.20670785,-0.97631556,0.0638739,-16.3,2210.66,45.06,1,234.68,-1553.22,-211.48,1,0.0,4162.76,0.99692863,-0.07151173,-0.03192928,1789.65,3758.37,73.63,1,1821.89,392.79,-15.53,1,0.0,1397.39,-0.4538064,-0.88692117,0.08620161,792.23,1150.87,68.86,1,-1381.76,-1823.58,-117.91,0,1,125.40463
replay_00010,0,1,1,206,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.313726,1615.74,-0.059658647,0.99818695,0.007984709,-86.6,-1611.67,17.75,0,-201.26,1681.05,-118.76,1,0.0,469.98,0.47151774,0.881633,-0.01985766,-196.55,-424.06,43.52,0,1204.62,1927.74,350.28,1,0.0,4712.93,-0.9966246,-0.051668946,-0.063795105,-2361.13,-4078.61,51.59,0,-1717.12,-616.86,-200.26,1,15.988515,1644.54,0.03910703,-0.99919033,-0.009453294,31.0,1642.5,16.95,1,72.08,-1766.67,1.4,1,0.0,4672.24,0.9485534,0.31635448,0.012896647,2538.1,3922.05,19.15,1,1818.66,480.19,-158.06,1,0.0,470.66,-0.6933717,-0.72056574,-0.00454972,219.01,413.83,44.78,1,-1460.72,-1746.74,321.07,0,1,125.804565
replay_00010,0,1,1,206,0.0,179.29,-191.39,94.04,569.44,-809.41,53.33,9.933349609375,0.0,0.0,0.0,0.0,9.800048828125,1,36.07843,815.77,-0.017083528,0.999808,-0.0095990775,-106.26,-951.66,17.01,0,-15.09,1684.29,0.27,1,0.0,169.96,-0.026045918,0.98853743,-0.14871249,332.68,-176.15,165.64,0,1371.56,-101.38,-14.97,1,99.444984,4962.0,-0.7348635,0.6781517,-0.009268123,-2913.39,-4070.93,16.97,0,-1095.4,834.98,1.92,1,14.353451,1037.68,0.090598054,-0.99584156,-0.009576002,64.59,837.05,16.99,1,162.92,-2162.73,0.28,1,100.0,5158.31,0.8877545,-0.46021774,-0.009571392,3166.72,4013.07,17.01,1,1645.48,-232.9,0.35,1,0.0,402.56,-0.99132144,-0.1308234,-0.01292463,-146.25,45.04,107.3,1,-610.91,-417.4,-15.12,0,1,126.20447
replay_00010,0,1,1,205,0.0,395.24,-498.01,93.2,522.61,-740.67,2.83,9.533447265625,0.0,0.0,0.0,0.0,9.400146484375,1,25.533163,380.78,0.66290647,0.7486411,-0.009573249,98.32,-267.52,32.29,0,1127.67,1505.05,315.42,1,0.0,568.21,0.44661424,0.8876425,0.112368084,881.35,-211.31,159.27,0,1372.7,-75.08,-26.05,1,86.12464,4646.11,0.10485864,0.994441,-0.00958721,-3154.99,-3494.07,17.02,0,60.03,1638.03,-0.06,1,4.7058825,437.87,0.37024137,-0.92886513,-0.011444003,334.84,-64.77,73.53,1,826.68,-2121.64,279.79,1,98.33495,5150.66,-0.16042735,-0.9870015,-0.009550805,3471.02,3632.74,17.01,1,-82.47,-1180.61,0.19,1,0.0,877.41,-0.9409495,-0.058396164,0.3334726,-400.75,-128.96,100.54,1,-610.91,-417.4,-31.68,0,1,126.60437
replay_00014,0,0,0,300,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32.766647,3849.1,-0.00078594685,0.9999542,-0.009544264,-256.03,-3839.83,17.01,0,-3.38,20.67,0.19,1,32.766647,3279.1,0.70682734,0.70732164,-0.009552466,-2047.88,-2559.87,17.01,0,14.13,16.18,0.19,1,32.766647,3849.16,-0.00060272217,0.9999543,-0.009544263,255.98,-3839.89,17.01,0,-2.62,12.79,0.27,1,32.766647,3279.09,-0.7071165,-0.7070326,-0.0095524695,2047.87,2559.87,17.01,1,-15.47,-15.05,0.19,1,32.766647,3849.09,0.00037389994,-0.9999544,-0.009544264,-255.99,3839.82,17.01,1,1.55,-21.41,0.19,1,32.766647,3849.1,0.00080114603,-0.99995416,-0.009544263,256.03,3839.83,17.01,1,3.38,-20.67,0.19,0,0,16.235006
replay_00014,0,0,0,300,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.953554,3809.63,-0.19168735,0.98141,-0.009504298,-265.43,-3799.62,17.01,0,-116.64,404.93,0.04,1,25.953554,3236.68,0.702691,0.7114318,-0.009492645,-2018.0,-2529.44,17.01,0,305.24,308.97,0.03,1,25.953554,3810.06,-0.14394929,0.9895395,-0.009500349,249.02,-3801.16,17.01,0,-83.46,406.1,0.03,1,25.953554,3236.63,-0.69659525,-0.7174015,-0.009497813,2018.2,2529.21,17.01,1,-302.36,-311.56,0.03,1,25.953554,3807.94,0.15827423,-0.98734945,-0.009503232,-248.02,3799.1,17.01,1,75.41,-418.52,0.01,1,25.953554,3783.28,0.30380574,-0.9526865,-0.0095166145,274.57,3772.54,17.01,1,189.85,-506.15,0.04,0,0,16.43961
replay_00014,0,0,0,300,0.5,0.0,0.0,92.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.18725,3678.15,-0.6720833,0.7404145,-0.009510544,-342.48,-3661.39,17.01,0,-563.45,649.6,0.05,1,30.81392,3072.94,0.6721349,0.74036777,-0.009508729,-1903.55,-2411.16,17.01,0,580.27,670.06,0.06,1,20.392157,3651.68,-0.23628224,0.97163796,-0.009507173,213.84,-3644.63,17.01,0,-199.9,832.05,0.19,1,30.81392,3072.64,-0.6917351,-0.722089,-0.009497785,1903.7,2410.66,17.01,1,-613.18,-650.56,0.03,1,19.18725,3647.05,0.2765699,-0.9609477,-0.009419262,-214.42,3640.24,32.29,1,252.41,-842.03,315.46,1,19.18725,3688.09,0.64115596,-0.7673516,-0.009514603,333.25,3672.22,17.01,1,523.31,-649.61,0.05,0,0,16.64281
